group,label,file_name,file_path,SOC_low,SOC_high,SOC_window,Part,keep_reason,SOH,SOH_percent,Qn_Ah,Q_Ah
20Ah LFP,20 Ah,LFP_C_20_B_100_SOC_5-70_Part_1-1_ID_BEGT214HK65000292.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_100_SOC_5-70_Part_1-1_ID_BEGT214HK65000292.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.79658,79.658,20,15.9316
20Ah LFP,20 Ah,LFP_C_20_B_101_SOC_5-60_Part_1-1_ID_BEGT216HK70000405.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_101_SOC_5-60_Part_1-1_ID_BEGT216HK70000405.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.6932750000000001,69.32750000000001,20,13.8655
20Ah LFP,20 Ah,LFP_C_20_B_102_SOC_5-70_Part_1-1_ID_BEGQ012CQ01000803.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_102_SOC_5-70_Part_1-1_ID_BEGQ012CQ01000803.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.775915,77.5915,20,15.5183
20Ah LFP,20 Ah,LFP_C_20_B_10_SOC_5-65_Part_1-1_ID_BEGT216HK70000403.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_10_SOC_5-65_Part_1-1_ID_BEGT216HK70000403.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7477199999999999,74.77199999999999,20,14.9544
20Ah LFP,20 Ah,LFP_C_20_B_11_SOC_5-65_Part_1-1_ID_BEGT213HKSU400596.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_11_SOC_5-65_Part_1-1_ID_BEGT213HKSU400596.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.76036,76.036,20,15.2072
20Ah LFP,20 Ah,LFP_C_20_B_12_SOC_5-75_Part_1-1_ID_BEGT201HKBJ200135.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_12_SOC_5-75_Part_1-1_ID_BEGT201HKBJ200135.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.82061,82.06099999999999,20,16.4122
20Ah LFP,20 Ah,LFP_C_20_B_13_SOC_5-65_Part_1-1_ID_BEGT202CQ01000768.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_13_SOC_5-65_Part_1-1_ID_BEGT202CQ01000768.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.71258,71.258,20,14.2516
20Ah LFP,20 Ah,LFP_C_20_B_14_SOC_5-60_Part_1-1_ID_BEGT214HK65000449.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_14_SOC_5-60_Part_1-1_ID_BEGT214HK65000449.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.705805,70.5805,20,14.1161
20Ah LFP,20 Ah,LFP_C_20_B_15_SOC_5-65_Part_1-1_ID_BEGT202CQ01000403.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_15_SOC_5-65_Part_1-1_ID_BEGT202CQ01000403.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.709525,70.9525,20,14.1905
20Ah LFP,20 Ah,LFP_C_20_B_16_SOC_5-70_Part_1-1_ID_BEGQ012CQ01001357.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_16_SOC_5-70_Part_1-1_ID_BEGQ012CQ01001357.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.8015800000000001,80.158,20,16.0316
20Ah LFP,20 Ah,LFP_C_20_B_17_SOC_5-70_Part_1-1_ID_BEGT213HKSU200394.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_17_SOC_5-70_Part_1-1_ID_BEGT213HKSU200394.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.78525,78.525,20,15.705
20Ah LFP,20 Ah,LFP_C_20_B_18_SOC_5-70_Part_1-1_ID_BEGT204HKBK100535.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_18_SOC_5-70_Part_1-1_ID_BEGT204HKBK100535.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.794105,79.4105,20,15.8821
20Ah LFP,20 Ah,LFP_C_20_B_19_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000590.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_19_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000590.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7120949999999999,71.20949999999999,20,14.2419
20Ah LFP,20 Ah,LFP_C_20_B_1_SOC_5-65_Part_1-1_ID_BEGT202CQ01000792.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_1_SOC_5-65_Part_1-1_ID_BEGT202CQ01000792.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7234700000000001,72.34700000000001,20,14.4694
20Ah LFP,20 Ah,LFP_C_20_B_20_SOC_5-70_Part_1-1_ID_BEGT215HKBW200509.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_20_SOC_5-70_Part_1-1_ID_BEGT215HKBW200509.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.781655,78.1655,20,15.6331
20Ah LFP,20 Ah,LFP_C_20_B_21_SOC_5-70_Part_1-1_ID_BEGT215HKBW200382.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_21_SOC_5-70_Part_1-1_ID_BEGT215HKBW200382.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7688550000000001,76.88550000000001,20,15.3771
20Ah LFP,20 Ah,LFP_C_20_B_22_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000302.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_22_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000302.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.703345,70.3345,20,14.0669
20Ah LFP,20 Ah,LFP_C_20_B_23_SOC_5-65_Part_1-1_ID_BEGT215HKBV200288.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_23_SOC_5-65_Part_1-1_ID_BEGT215HKBV200288.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.72951,72.951,20,14.5902
20Ah LFP,20 Ah,LFP_C_20_B_24_SOC_5-65_Part_1-1_ID_BEGT216HK70000286.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_24_SOC_5-65_Part_1-1_ID_BEGT216HK70000286.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.73899,73.899,20,14.7798
20Ah LFP,20 Ah,LFP_C_20_B_25_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000807.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_25_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000807.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.755425,75.5425,20,15.1085
20Ah LFP,20 Ah,LFP_C_20_B_26_SOC_5-65_Part_1-1_ID_BEGT216HK70000190.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_26_SOC_5-65_Part_1-1_ID_BEGT216HK70000190.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7179249999999999,71.79249999999999,20,14.3585
20Ah LFP,20 Ah,LFP_C_20_B_27_SOC_5-65_Part_1-1_ID_BEGT216HK70000100.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_27_SOC_5-65_Part_1-1_ID_BEGT216HK70000100.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7325999999999999,73.25999999999999,20,14.652
20Ah LFP,20 Ah,LFP_C_20_B_28_SOC_5-70_Part_1-1_ID_BEGT214HK65000281.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_28_SOC_5-70_Part_1-1_ID_BEGT214HK65000281.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7954100000000001,79.54100000000001,20,15.9082
20Ah LFP,20 Ah,LFP_C_20_B_29_SOC_5-70_Part_1-1_ID_BEGT213HKSU200250.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_29_SOC_5-70_Part_1-1_ID_BEGT213HKSU200250.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.796725,79.6725,20,15.9345
20Ah LFP,20 Ah,LFP_C_20_B_2_SOC_5-70_Part_1-1_ID_BEGT213HKSU400531.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_2_SOC_5-70_Part_1-1_ID_BEGT213HKSU400531.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.783055,78.3055,20,15.6611
20Ah LFP,20 Ah,LFP_C_20_B_30_SOC_5-65_Part_1-1_ID_BEGT215HKBW200282.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_30_SOC_5-65_Part_1-1_ID_BEGT215HKBW200282.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.734855,73.4855,20,14.6971
20Ah LFP,20 Ah,LFP_C_20_B_31_SOC_5-75_Part_1-1_ID_BEGT213HKSU300256.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_31_SOC_5-75_Part_1-1_ID_BEGT213HKSU300256.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8206300000000001,82.063,20,16.4126
20Ah LFP,20 Ah,LFP_C_20_B_32_SOC_5-75_Part_1-1_ID_BEGT213HKSU200159.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_32_SOC_5-75_Part_1-1_ID_BEGT213HKSU200159.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8140850000000001,81.4085,20,16.2817
20Ah LFP,20 Ah,LFP_C_20_B_33_SOC_5-75_Part_1-1_ID_BEGT201HKBJ200253.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_33_SOC_5-75_Part_1-1_ID_BEGT201HKBJ200253.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.818965,81.8965,20,16.3793
20Ah LFP,20 Ah,LFP_C_20_B_34_SOC_5-70_Part_1-1_ID_BEGT203CQ04000355.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_34_SOC_5-70_Part_1-1_ID_BEGT203CQ04000355.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.76947,76.947,20,15.3894
20Ah LFP,20 Ah,LFP_C_20_B_35_SOC_5-70_Part_1-1_ID_BEGT213HKSU200198.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_35_SOC_5-70_Part_1-1_ID_BEGT213HKSU200198.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.79023,79.023,20,15.8046
20Ah LFP,20 Ah,LFP_C_20_B_36_SOC_5-70_Part_1-1_ID_BEGT202CQ01000614.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_36_SOC_5-70_Part_1-1_ID_BEGT202CQ01000614.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.774745,77.4745,20,15.4949
20Ah LFP,20 Ah,LFP_C_20_B_37_SOC_5-70_Part_1-1_ID_BEGT213HKSU400132.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_37_SOC_5-70_Part_1-1_ID_BEGT213HKSU400132.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.797295,79.7295,20,15.9459
20Ah LFP,20 Ah,LFP_C_20_B_38_SOC_5-60_Part_1-1_ID_BEGT215HKBV200162.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_38_SOC_5-60_Part_1-1_ID_BEGT215HKBV200162.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.66631,66.631,20,13.3262
20Ah LFP,20 Ah,LFP_C_20_B_39_SOC_5-65_Part_1-1_ID_BEGT202CQ01001586.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_39_SOC_5-65_Part_1-1_ID_BEGT202CQ01001586.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.74095,74.095,20,14.819
20Ah LFP,20 Ah,LFP_C_20_B_3_SOC_5-70_Part_1-1_ID_BEGT213HKSU400083.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_3_SOC_5-70_Part_1-1_ID_BEGT213HKSU400083.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.78269,78.269,20,15.6538
20Ah LFP,20 Ah,LFP_C_20_B_40_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000756.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_40_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000756.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7136250000000001,71.36250000000001,20,14.2725
20Ah LFP,20 Ah,LFP_C_20_B_41_SOC_5-70_Part_1-1_ID_BEGT203CQ04001150.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_41_SOC_5-70_Part_1-1_ID_BEGT203CQ04001150.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.803125,80.3125,20,16.0625
20Ah LFP,20 Ah,LFP_C_20_B_42_SOC_5-70_Part_1-1_ID_BEGQ011CQ03000245.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_42_SOC_5-70_Part_1-1_ID_BEGQ011CQ03000245.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7854300000000001,78.543,20,15.7086
20Ah LFP,20 Ah,LFP_C_20_B_43_SOC_5-70_Part_1-1_ID_BEGT213HKSU300004.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_43_SOC_5-70_Part_1-1_ID_BEGT213HKSU300004.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.807565,80.7565,20,16.1513
20Ah LFP,20 Ah,LFP_C_20_B_44_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200464.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_44_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200464.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.79629,79.629,20,15.9258
20Ah LFP,20 Ah,LFP_C_20_B_45_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200169.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_45_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200169.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.8091950000000001,80.91950000000001,20,16.1839
20Ah LFP,20 Ah,LFP_C_20_B_46_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200129.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_46_SOC_5-70_Part_1-1_ID_BEGQ013HKSA200129.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.80822,80.822,20,16.1644
20Ah LFP,20 Ah,LFP_C_20_B_47_SOC_5-60_Part_1-1_ID_BEGT216HK70000022.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_47_SOC_5-60_Part_1-1_ID_BEGT216HK70000022.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.690345,69.0345,20,13.8069
20Ah LFP,20 Ah,LFP_C_20_B_48_SOC_5-65_Part_1-1_ID_BEGT215HKSV400186.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_48_SOC_5-65_Part_1-1_ID_BEGT215HKSV400186.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.73705,73.705,20,14.741
20Ah LFP,20 Ah,LFP_C_20_B_49_SOC_5-65_Part_1-1_ID_BEGT202CQ01001367.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_49_SOC_5-65_Part_1-1_ID_BEGT202CQ01001367.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.733985,73.3985,20,14.6797
20Ah LFP,20 Ah,LFP_C_20_B_4_SOC_5-70_Part_1-1_ID_BEGT201HKBJ200194.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_4_SOC_5-70_Part_1-1_ID_BEGT201HKBJ200194.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.8096650000000001,80.96650000000001,20,16.1933
20Ah LFP,20 Ah,LFP_C_20_B_50_SOC_5-70_Part_1-1_ID_BEGQ011CQ03000905.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_50_SOC_5-70_Part_1-1_ID_BEGQ011CQ03000905.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.784075,78.4075,20,15.6815
20Ah LFP,20 Ah,LFP_C_20_B_51_SOC_5-60_Part_1-1_ID_BEGT216HKBV500048.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_51_SOC_5-60_Part_1-1_ID_BEGT216HKBV500048.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.68233,68.233,20,13.6466
20Ah LFP,20 Ah,LFP_C_20_B_52_SOC_5-70_Part_1-1_ID_BEGQ011CQ03001373.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_52_SOC_5-70_Part_1-1_ID_BEGQ011CQ03001373.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.804905,80.4905,20,16.0981
20Ah LFP,20 Ah,LFP_C_20_B_53_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000686.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\20Ah LFP\LFP_C_20_B_53_SOC_5-65_Part_1-1_ID_BEGQ011CQ03000686.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.74022,74.022,20,14.8044
