group,label,file_name,file_path,SOC_low,SOC_high,SOC_window,Part,keep_reason,SOH,SOH_percent,Qn_Ah,Q_Ah
68Ah LFP,68 Ah,LFP_C_68_B_10_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0001154.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_10_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0001154.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8486632352941177,84.86632352941177,68,57.7091
68Ah LFP,68 Ah,LFP_C_68_B_11_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0006337.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_11_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0006337.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7336926470588235,73.36926470588236,68,49.8911
68Ah LFP,68 Ah,LFP_C_68_B_12_SOC_5-65_Part_1-1_ID_02HCB68111211Y86T0002171.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_12_SOC_5-65_Part_1-1_ID_02HCB68111211Y86T0002171.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7100794117647059,71.0079411764706,68,48.2854
68Ah LFP,68 Ah,LFP_C_68_B_13_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0002979.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_13_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0002979.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8467470588235294,84.67470588235294,68,57.5788
68Ah LFP,68 Ah,LFP_C_68_B_14_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004620.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_14_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004620.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8436882352941177,84.36882352941177,68,57.3708
68Ah LFP,68 Ah,LFP_C_68_B_15_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0009119.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_15_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0009119.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8420808823529411,84.20808823529411,68,57.2615
68Ah LFP,68 Ah,LFP_C_68_B_16_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013185.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_16_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013185.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8447191176470588,84.47191176470588,68,57.4409
68Ah LFP,68 Ah,LFP_C_68_B_17_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008381.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_17_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008381.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8263294117647059,82.63294117647058,68,56.1904
68Ah LFP,68 Ah,LFP_C_68_B_18_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003956.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_18_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003956.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8475764705882353,84.75764705882352,68,57.6352
68Ah LFP,68 Ah,LFP_C_68_B_19_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008126.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_19_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008126.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8305264705882353,83.05264705882352,68,56.4758
68Ah LFP,68 Ah,LFP_C_68_B_1_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004385.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_1_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004385.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8361323529411765,83.61323529411764,68,56.857
68Ah LFP,68 Ah,LFP_C_68_B_20_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012226.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_20_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012226.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8112264705882354,81.12264705882353,68,55.1634
68Ah LFP,68 Ah,LFP_C_68_B_21_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000337.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_21_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000337.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8561661764705882,85.61661764705882,68,58.2193
68Ah LFP,68 Ah,LFP_C_68_B_22_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015279.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_22_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015279.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.821075,82.1075,68,55.8331
68Ah LFP,68 Ah,LFP_C_68_B_23_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008358.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_23_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008358.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8579985294117647,85.79985294117647,68,58.3439
68Ah LFP,68 Ah,LFP_C_68_B_24_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0003284.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_24_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0003284.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8279117647058823,82.79117647058824,68,56.298
68Ah LFP,68 Ah,LFP_C_68_B_25_SOC_5-55_Part_1-1_ID_02HCB68111211Y88D0003997.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_25_SOC_5-55_Part_1-1_ID_02HCB68111211Y88D0003997.xlsx,5,55,5-55,1-1,keep_SOC_5-55_Part_1-1,0.6589970588235294,65.89970588235295,68,44.8118
68Ah LFP,68 Ah,LFP_C_68_B_26_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0011345.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_26_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0011345.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8304911764705882,83.04911764705882,68,56.4734
68Ah LFP,68 Ah,LFP_C_68_B_27_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0004694.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_27_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0004694.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8428676470588234,84.28676470588235,68,57.315
68Ah LFP,68 Ah,LFP_C_68_B_28_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0015653.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_28_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0015653.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.787035294117647,78.7035294117647,68,53.5184
68Ah LFP,68 Ah,LFP_C_68_B_29_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0005043.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_29_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0005043.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.827885294117647,82.7885294117647,68,56.2962
68Ah LFP,68 Ah,LFP_C_68_B_2_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000212.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_2_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000212.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8585794117647059,85.85794117647059,68,58.3834
68Ah LFP,68 Ah,LFP_C_68_B_30_SOC_5-65_Part_1-1_ID_02HCB68111211Y86L0000199.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_30_SOC_5-65_Part_1-1_ID_02HCB68111211Y86L0000199.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7092514705882353,70.92514705882354,68,48.2291
68Ah LFP,68 Ah,LFP_C_68_B_31_SOC_5-65_Part_1-1_ID_02HCB68111211Y86N0001764.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_31_SOC_5-65_Part_1-1_ID_02HCB68111211Y86N0001764.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7377867647058823,73.77867647058824,68,50.1695
68Ah LFP,68 Ah,LFP_C_68_B_32_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0008123.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_32_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0008123.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.723389705882353,72.3389705882353,68,49.1905
68Ah LFP,68 Ah,LFP_C_68_B_33_SOC_5-70_Part_1-1_ID_02HCB68111211Y86L0002535.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_33_SOC_5-70_Part_1-1_ID_02HCB68111211Y86L0002535.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7559117647058824,75.59117647058824,68,51.402
68Ah LFP,68 Ah,LFP_C_68_B_34_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0014641.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_34_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0014641.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7921161764705883,79.21161764705883,68,53.8639
68Ah LFP,68 Ah,LFP_C_68_B_35_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003554.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_35_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003554.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8509441176470588,85.09441176470588,68,57.8642
68Ah LFP,68 Ah,LFP_C_68_B_36_SOC_5-70_Part_1-1_ID_02HCB68111211Y86X0004792.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_36_SOC_5-70_Part_1-1_ID_02HCB68111211Y86X0004792.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7753970588235294,77.53970588235293,68,52.727
68Ah LFP,68 Ah,LFP_C_68_B_37_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015365.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_37_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015365.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8291720588235294,82.91720588235295,68,56.3837
68Ah LFP,68 Ah,LFP_C_68_B_38_SOC_5-60_Part_1-1_ID_02HCB68111211Y86S0005042.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_38_SOC_5-60_Part_1-1_ID_02HCB68111211Y86S0005042.xlsx,5,60,5-60,1-1,keep_SOC_5-60_Part_1-1,0.6756205882352941,67.56205882352941,68,45.9422
68Ah LFP,68 Ah,LFP_C_68_B_39_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0003294.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_39_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0003294.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8409485294117647,84.09485294117647,68,57.1845
68Ah LFP,68 Ah,LFP_C_68_B_3_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0002515.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_3_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0002515.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8494147058823529,84.94147058823529,68,57.7602
68Ah LFP,68 Ah,LFP_C_68_B_40_SOC_5-75_Part_1-1_ID_02HCB68111211Y88G0002069.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_40_SOC_5-75_Part_1-1_ID_02HCB68111211Y88G0002069.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8560955882352941,85.60955882352941,68,58.2145
68Ah LFP,68 Ah,LFP_C_68_B_41_SOC_5-70_Part_1-1_ID_02HCB68111211Y88E0004399.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_41_SOC_5-70_Part_1-1_ID_02HCB68111211Y88E0004399.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7864411764705883,78.64411764705883,68,53.478
68Ah LFP,68 Ah,LFP_C_68_B_42_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0006443.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_42_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0006443.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.856660294117647,85.6660294117647,68,58.2529
68Ah LFP,68 Ah,LFP_C_68_B_43_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004340.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_43_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004340.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8404294117647059,84.04294117647059,68,57.1492
68Ah LFP,68 Ah,LFP_C_68_B_44_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013553.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_44_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013553.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8122691176470588,81.22691176470587,68,55.2343
68Ah LFP,68 Ah,LFP_C_68_B_45_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0003117.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_45_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0003117.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8364161764705882,83.64161764705882,68,56.8763
68Ah LFP,68 Ah,LFP_C_68_B_46_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004343.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_46_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004343.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8319852941176471,83.19852941176471,68,56.575
68Ah LFP,68 Ah,LFP_C_68_B_47_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004422.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_47_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004422.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.843060294117647,84.30602941176471,68,57.3281
68Ah LFP,68 Ah,LFP_C_68_B_48_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0000998.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_48_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0000998.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8222029411764705,82.22029411764706,68,55.9098
68Ah LFP,68 Ah,LFP_C_68_B_49_SOC_5-65_Part_1-1_ID_02HCB68111211Y86R0006266.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_49_SOC_5-65_Part_1-1_ID_02HCB68111211Y86R0006266.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.6927102941176471,69.2710294117647,68,47.1043
68Ah LFP,68 Ah,LFP_C_68_B_4_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004591.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_4_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004591.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8402176470588235,84.02176470588235,68,57.1348
68Ah LFP,68 Ah,LFP_C_68_B_50_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0003027.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_50_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0003027.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8601441176470589,86.01441176470588,68,58.4898
68Ah LFP,68 Ah,LFP_C_68_B_51_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0004181.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_51_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0004181.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8563573529411765,85.63573529411765,68,58.2323
68Ah LFP,68 Ah,LFP_C_68_B_52_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013903.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_52_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013903.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8210647058823529,82.1064705882353,68,55.8324
68Ah LFP,68 Ah,LFP_C_68_B_53_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0009622.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_53_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0009622.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8470382352941176,84.70382352941176,68,57.5986
